internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity
8A077BFC-FEEA-4BEC,OL58F2A461-D3D4-47CE,安娜分销店,0d3d8522-d587-441d-b,,2025-06-22 04:03:13,1526.65,1516.21,已发货,黄强,SPU79b914,2025-06-21 23:03:13,黑龙江省,云市,京东,SUB844376FF-56F1-47,ONLINESUBDA0E6B28-5FCC-44,ORIG266727B6-0E45-4E,SKU75020c,2,866.28,Multi-channeled homogeneous service-desk,YellowGreen,1732.56,973.37,否,正常,成功退款,0,2
B6F9AEF9-CF96-431C,OL47F3117D-10C8-417B,安娜奥莱店,3d0a9f36-8145-4bdc-8,2025-05-31 06:53:55,2025-05-29 04:53:55,577.04,552.66,已完成,王艳,SPU55f356,2025-05-29 00:53:55,云南省,沈阳县,小红书,SUB0E793746-1B04-45,ONLINESUB320B854C-1386-4A,ORIGF488FEB8-3EFA-47,SKUfe2df2,1,584.18,Quality-focused regional functionalities,Purple,584.18,904.03,是,正常,未申请退款,0,0
CA8397DA-F40F-446E,OLA6A26326-4ECA-4C2A,安娜奥莱店,122537f4-f0fa-4209-b,2025-10-04 03:16:45,2025-10-02 22:16:45,306.95,296.19,已发货,崔东,SPU636b5f,2025-10-02 21:16:45,澳门特别行政区,春梅县,得物,SUB17B192F9-2D89-44,ONLINESUB0133A6B0-F21C-46,ORIGE1CA4E0A-CD72-40,SKU936513,1,342.68,Multi-layered dynamic migration,DarkGreen,342.68,534.32,是,正常,退款关闭,0,0
538928C7-81FC-4B29,OL86A54EEB-C34B-44DA,安娜旗舰店,4e189cc9-aa2d-4c7b-a,2025-05-20 17:46:07,2025-05-19 09:46:07,1307.88,1249.9,已完成,熊敏,SPUf8fd5d,2025-05-18 23:46:07,内蒙古自治区,昆明县,得物,SUBB8556625-6226-40,ONLINESUBCF826740-33C3-42,ORIG2FEB58EB-6920-4D,SKUc9e994,3,530.77,Future-proofed empowering Graphic Interface,GoldenRod,1592.31,720.85,是,正常,申请退款,3,0
D58EE0F5-EF30-4D70,OL09B2CEE9-C23E-4AE9,安娜分销店,bfa4127a-54b4-4a3e-9,2025-08-04 06:58:23,2025-08-01 15:58:23,2253.47,2148.56,已签收,刘瑞,SPU774b8d,2025-08-01 02:58:23,天津市,桂芳县,得物,SUBAD85F77F-A742-45,ONLINESUB4C078169-3CC7-44,ORIGC876D88F-6649-4C,SKUd28cc4,3,757.06,Re-engineered non-volatile utilization,Yellow,2271.18,959.25,是,正常,未申请退款,0,0
005DCE33-7644-4630,OL25413812-AACF-43C8,安娜直播店,2930c2f6-88bb-49b0-9,,2025-08-31 23:06:08,233.71,223.99,已完成,李建华,SPU75c925,2025-08-31 09:06:08,河北省,潮州县,小红书,SUB4D974F7B-5144-40,ONLINESUB12D8EEBB-4E89-40,ORIG7ADD19AF-36C6-40,SKU9f700b,1,265.3,Multi-layered 3rdgeneration framework,MediumSlateBlue,265.3,332.98,是,正常,成功退款,0,1
9BB46EFA-FF21-4C93,OLB3329D1A-D516-4B61,安娜分销店,fed0d734-6489-4908-8,2025-07-30 14:25:17,2025-07-29 16:25:17,3084.78,3044.15,已发货,刘小红,SPUa275fd,2025-07-29 11:25:17,陕西省,台北县,小红书,SUBD31DB406-038B-4F,ONLINESUB7C07F945-9F5D-4D,ORIGC865DEF7-3567-4B,SKU8aff3a,3,1171.31,Customer-focused fault-tolerant frame,LightGoldenRodYellow,3513.93,1425.12,是,正常,退款关闭,0,0
1766C494-2DDD-41D6,OLEBC8E8F8-980E-4CC3,安娜直播店,9aab3bef-c111-468b-8,2025-08-21 01:48:40,2025-08-19 20:48:40,764.12,762.65,已发货,杨晶,SPUf8fd5d,2025-08-19 12:48:40,海南省,龙县,淘宝,SUB07902E8F-7492-47,ONLINESUB544128E7-407E-46,ORIGD074B45F-D08F-4D,SKUc9e994,2,443.32,Future-proofed empowering Graphic Interface,GoldenRod,886.64,500.73,是,正常,退款关闭,0,0
A89BAEB9-E800-4896,OL023289EB-DCF6-4543,安娜旗舰店,09e821aa-a91b-4a0a-8,2025-07-02 02:23:32,2025-06-30 22:23:32,105.88,103.53,已完成,陈秀珍,SPUbb29d1,2025-06-30 19:23:32,澳门特别行政区,玉兰县,小红书,SUB1B82EC26-BCE5-4F,ONLINESUBA266F79A-5E90-4D,ORIGE59908DB-170E-48,SKUcd2262,1,107.81,Triple-buffered discrete utilization,Indigo,107.81,146.12,否,正常,未申请退款,0,0
6AF78ED7-8895-4DE7,OL5C818594-C66A-4B2B,安娜直播店,6090ae2e-2655-426d-b,,2025-10-16 09:28:17,1560.81,1549.68,已签收,李淑华,SPU546abb,2025-10-15 14:28:17,香港特别行政区,飞县,淘宝,SUBC32D7683-4BC3-47,ONLINESUB8E80A62E-D61D-4D,ORIG926C53AA-422C-42,SKU1da280,3,535.88,Advanced methodical access,BlueViolet,1607.64,854.89,否,正常,成功退款,0,3
086733B7-6C36-4121,OL119FDE46-DD1A-49D9,安娜直播店,94db1c00-cde0-4153-b,2025-09-25 14:42:50,2025-09-23 06:42:50,667.36,635.22,已签收,李峰,SPU783dd8,2025-09-22 15:42:50,江西省,岩县,淘宝,SUB3DB9D854-72AB-46,ONLINESUBA8585E26-6D7E-45,ORIG68A556FD-DEC9-41,SKU08511c,1,773.35,Function-based global definition,GhostWhite,773.35,1231.7,否,正常,退款关闭,0,0
2F97A22A-F846-4290,OL1C715182-55E6-4EAE,安娜直播店,0ad70ef7-d8b6-429c-9,2025-07-16 09:43:13,2025-07-15 02:43:13,831.72,807.61,已完成,刘莉,SPU845c7c,2025-07-14 19:43:13,黑龙江省,颖市,淘宝,SUB43B9390E-E404-42,ONLINESUBAA75B9CF-B95E-4B,ORIGED8F293D-7155-4B,SKUdeee3a,2,421.76,Grass-roots transitional frame,Ivory,843.52,503.58,是,正常,申请退款,2,0
54E22C3D-9E85-4C54,OL5AF81B78-F85A-42AD,安娜旗舰店,dd811715-cecb-49f1-a,2025-08-11 11:39:01,2025-08-09 07:39:01,703.54,676.34,已发货,谢东,SPUaf9f23,2025-08-09 00:39:01,西藏自治区,上海市,拼多多,SUB8991C4FB-76B8-43,ONLINESUB5164E891-2998-49,ORIG6698790A-426F-43,SKUf60bf7,3,256.85,Polarized foreground synergy,LightGreen,770.55,353.92,否,正常,退款关闭,0,0
8B4E1EC1-92F6-4B5D,OL5DDD74D6-8650-4C69,安娜直播店,e07331df-c136-4be1-a,,2025-10-02 13:23:34,759.8,730.1,已签收,陈博,SPUf76a9f,2025-10-01 18:23:34,江西省,帅县,得物,SUB33B9B089-80F8-49,ONLINESUBE77AFC48-B02E-40,ORIG58707622-EEF6-45,SKUe2684a,1,774.38,Programmable hybrid policy,Red,774.38,910.35,否,正常,成功退款,0,1
E2EED6D3-1569-4A80,OL424D53BC-C77F-4F47,安娜分销店,6e05f6db-6577-4555-a,2025-06-10 11:45:50,2025-06-07 22:45:50,1299.25,1256.79,已完成,王帅,SPU7f10c6,2025-06-07 15:45:50,吉林省,淑英县,得物,SUBF69EDC7C-2E2A-44,ONLINESUBAAA03198-EC0D-4B,ORIG32AF7C9D-5177-43,SKUb1cf31,2,773.89,Cross-group homogeneous adapter,DarkOrange,1547.78,1061.61,是,正常,退款关闭,0,0
C46E443C-83EB-4B3D,OLF3D0EE6D-7C3E-4237,安娜奥莱店,3702ddc5-fd2e-44b0-b,2025-07-23 22:47:49,2025-07-21 15:47:49,1885.43,1882.29,已完成,冯淑珍,SPUe98e54,2025-07-20 20:47:49,湖南省,强市,淘宝,SUB7D7970C6-40BE-43,ONLINESUB755914F0-FA4E-41,ORIG7264D20D-BF07-4E,SKU521576,3,712.46,Ameliorated exuding synergy,SkyBlue,2137.38,855.12,是,正常,退款关闭,0,0
04C947E9-A116-4E83,OL83C415D8-3770-4446,安娜分销店,a560cd52-55e7-48af-b,2025-08-30 02:34:07,2025-08-29 14:34:07,700.8,700.4,已完成,方桂花,SPU68631d,2025-08-28 16:34:07,海南省,建军市,得物,SUB464A454F-CA3E-4F,ONLINESUB4E1C0B82-0690-4F,ORIG1CF33B89-28FC-43,SKUb1d19d,3,255.64,Reactive eco-centric access,Ivory,766.92,315.4,是,正常,未申请退款,0,0
4BB7953B-96B2-4D22,OLC036C8B0-EEDE-4660,安娜直播店,2a7d04da-5721-4cbc-a,2025-10-07 10:52:54,2025-10-06 17:52:54,622.8,622.23,已签收,冯霞,SPU6f8a56,2025-10-05 18:52:54,广西壮族自治区,兴安盟市,淘宝,SUBC17238EE-D5A0-49,ONLINESUB8089A362-751A-41,ORIGD4419056-5738-45,SKU9f6186,2,342.02,Monitored bi-directional hub,Khaki,684.04,484.08,否,正常,未申请退款,0,0
CE47BBC5-9EA0-43A2,OL79EE7BCC-4BDC-429F,安娜旗舰店,b6ac95b8-7ff4-44f1-a,2025-09-10 13:49:10,2025-09-08 21:49:10,741.62,712.43,已完成,杜帆,SPU127216,2025-09-08 14:49:10,西藏自治区,秀荣市,拼多多,SUBA465BCC5-5BC1-4A,ONLINESUB323D07DB-1135-42,ORIG8AF4F690-A24E-40,SKU28d616,1,807.95,Quality-focused multi-tasking algorithm,HotPink,807.95,1300.74,是,正常,申请退款,1,0
99AB1A28-E4FB-4C5E,OLA21E33E3-DD3C-4C65,安娜直播店,ef416009-a4e2-49bd-8,,2025-07-10 01:33:33,411.43,407.4,已完成,王梅,SPU0d39f3,2025-07-09 11:33:33,四川省,潮州市,淘宝,SUBDA42C0A0-3FF5-4B,ONLINESUBF14E5B81-CC74-43,ORIG1AA9DF14-9662-4B,SKU7e6aa2,1,509.4,Fully-configurable uniform open architecture,DarkRed,509.4,547.77,是,正常,成功退款,0,1
3DD9A7B9-8C24-4062,OLD5040CC5-3782-4CFE,安娜奥莱店,25b4437a-82ab-4b7c-8,2025-07-19 17:53:05,2025-07-17 20:53:05,1165.81,1158.39,已签收,齐芳,SPU2fb30c,2025-07-17 04:53:05,甘肃省,红梅县,抖音,SUB4085752B-B017-42,ONLINESUB8C3FFBE9-7C0B-40,ORIGDFE46357-CA7B-4B,SKU6eeccd,3,400.8,Total tertiary capability,Cornsilk,1202.4,605.33,否,正常,未申请退款,0,0
13C86280-F0F1-4D83,OLF19616F6-918B-40F0,安娜奥莱店,9ffbff90-119f-4083-8,2025-09-21 05:16:32,2025-09-18 09:16:32,390.22,384.16,已完成,佘健,SPU8883d7,2025-09-17 22:16:32,宁夏回族自治区,琳市,拼多多,SUB2D5E77C5-4C5E-48,ONLINESUBC7A3F285-7BC9-42,ORIG62FD587C-74D8-47,SKU83fc54,2,201.85,Face-to-face incremental hardware,Bisque,403.7,255.92,是,正常,申请退款,2,0
7D7A1B78-BE7D-4609,OLDA631021-B670-406A,安娜旗舰店,098dc8b6-ae66-4018-a,,2025-06-14 11:56:09,845.21,840.41,已签收,陈淑华,SPU3ee0eb,2025-06-14 06:56:09,海南省,成都县,拼多多,SUB49A5DD7F-E516-49,ONLINESUBE73BD736-86E9-4A,ORIGBBEB6FBE-EFA1-45,SKUd5a494,2,483.84,Down-sized didactic Graphical User Interface,White,967.68,625.07,否,正常,成功退款,0,2
9A09AF06-0CAF-49FA,OLC36E799C-A030-4B9D,安娜直播店,30b28d2e-37a7-4500-b,,2025-08-05 08:11:02,348.77,338.25,已完成,王博,SPUe9a7d1,2025-08-04 13:11:02,西藏自治区,北镇市,小红书,SUBFBF13EF0-DBF0-47,ONLINESUBCEC0CD72-37F8-48,ORIG45255616-5659-41,SKU9ffac3,2,177.64,Horizontal empowering knowledge user,LightGoldenRodYellow,355.28,233.86,否,正常,成功退款,0,2
92B9C5DF-FE06-4C5D,OL24E12039-0F16-45F9,安娜旗舰店,f15c7bb6-3ec2-4298-b,2025-10-24 01:02:43,2025-10-22 06:02:43,565.17,555.62,已签收,曹桂荣,SPUe0cf13,2025-10-21 07:02:43,黑龙江省,丽丽县,得物,SUBDA8601C1-DAEE-42,ONLINESUB1B0314E7-389E-41,ORIGA1B83F66-E551-4F,SKU498946,1,570.98,Reactive clear-thinking migration,MediumAquaMarine,570.98,829.62,否,正常,退款关闭,0,0
B66F9FA5-F0F5-4BD2,OL88918A97-8E95-462D,安娜分销店,f3c5282b-97bf-41db-a,2025-10-16 04:12:22,2025-10-13 06:12:22,634.68,634.39,已签收,黄颖,SPUbe8b48,2025-10-12 22:12:22,香港特别行政区,佛山县,小红书,SUB77003165-A6E2-47,ONLINESUB9484E84E-0D95-47,ORIG584138BE-7EF3-4E,SKU52dbc0,2,325.14,Intuitive fresh-thinking infrastructure,Orange,650.28,458.77,否,正常,退款关闭,0,0
DA98F017-2720-472A,OLD0BBA630-B284-473E,安娜分销店,d3aefe7a-ec67-4e27-a,2025-06-17 04:18:59,2025-06-15 21:18:59,917.48,914.37,已签收,冯玉华,SPU824328,2025-06-15 15:18:59,山西省,婷市,京东,SUB430317D9-B801-4B,ONLINESUB19FBD490-1238-41,ORIG6173D539-9480-42,SKU6c4ad0,2,472.16,Innovative zero tolerance success,DarkTurquoise,944.32,766.07,是,正常,退款关闭,0,0
598A4CFF-014A-4674,OL45621D45-9BE2-4559,安娜奥莱店,db999fd7-5dee-4966-b,,2025-08-04 00:48:28,1789.8,1759.95,已完成,焦凤兰,SPU70636a,2025-08-03 10:48:28,陕西省,潜江县,淘宝,SUBABE55F51-01E7-4E,ONLINESUB6A628E8E-E2B8-49,ORIGCD3CBDC7-F098-40,SKUe37ad6,3,625.07,Focused client-server customer loyalty,RoyalBlue,1875.21,735.93,是,正常,成功退款,0,3
910C6901-DF44-4B1C,OL35B2CE00-CE3D-4CF3,安娜分销店,37a2ac21-7758-484e-8,2025-10-05 15:47:43,2025-10-02 15:47:43,872.65,872.15,已发货,康建国,SPU824328,2025-10-01 19:47:43,广西壮族自治区,荆门县,天猫,SUBDB2E2462-6817-45,ONLINESUB439C95BF-4544-4A,ORIG8864C72F-F31F-4E,SKU6c4ad0,2,538.25,Innovative zero tolerance success,DarkTurquoise,1076.5,830.87,否,正常,申请退款,2,0
67D68612-2F24-49B1,OL3F54D063-B427-4081,安娜奥莱店,f9889970-7fca-4429-a,2025-05-16 14:12:26,2025-05-14 08:12:26,175.75,171.28,已完成,陈刚,SPU25e097,2025-05-13 09:12:26,云南省,沈阳县,得物,SUBD5C9D348-37E6-4D,ONLINESUB3B13CF13-F8F7-4F,ORIGBF196603-A6F3-46,SKU8dce1c,1,207.82,Intuitive bottom-line hierarchy,LightPink,207.82,220.52,是,正常,申请退款,1,0
80C5F752-9461-410D,OLD19C97C8-8BBA-4C1D,安娜分销店,d93d35f8-c2f4-42ac-b,,2025-09-13 08:48:39,1030.08,1008.98,已发货,马桂荣,SPUf3f4b6,2025-09-12 16:48:39,天津市,太原县,天猫,SUB14EFF3B0-EBC9-41,ONLINESUB72879109-A7B3-45,ORIGB38C510C-90B8-4E,SKUe9291e,1,1040.22,Proactive encompassing attitude,LightYellow,1040.22,1114.49,是,正常,成功退款,0,1
02D3A3BB-A6E6-4717,OLB2CB4EEA-7057-4CE8,安娜直播店,4e133dc1-0d7b-4cef-a,2025-06-02 21:36:34,2025-05-31 16:36:34,1660.79,1625.58,已发货,刘丽娟,SPU845c7c,2025-05-30 16:36:34,吉林省,北镇市,得物,SUB3CB77A2A-23AB-47,ONLINESUB3D26410F-9694-49,ORIG3EFC0721-4B9F-4B,SKUdeee3a,3,559.5,Grass-roots transitional frame,Ivory,1678.5,732.17,是,正常,申请退款,3,0
F7A1AB27-22ED-4576,OL7B4362A2-5F9A-4DBB,安娜直播店,60319a03-1140-4b36-a,2025-10-21 19:47:07,2025-10-19 15:47:07,1548.82,1526.27,已发货,张雷,SPU46d4ce,2025-10-18 21:47:07,山东省,永安县,得物,SUBD43FBA8D-D695-42,ONLINESUBB79527C5-61E3-45,ORIG421556C5-3C31-4C,SKUd2c574,2,862.45,Advanced tangible neural-net,YellowGreen,1724.9,927.12,是,正常,申请退款,2,0
7B7B8E5D-1E99-4E12,OLCCFDF975-B56D-44FE,安娜直播店,687ad807-5e22-4e4d-a,2025-09-03 05:06:55,2025-09-01 13:06:55,379.14,365.2,已完成,段华,SPU8883d7,2025-09-01 07:06:55,浙江省,张家港县,得物,SUBB0D1019F-151F-46,ONLINESUB853B7768-C8CC-4A,ORIG2F04C884-8336-48,SKU83fc54,2,200.58,Face-to-face incremental hardware,Bisque,401.16,232.51,否,正常,申请退款,2,0
7F92A543-569F-43D1,OL489391A6-737D-4290,安娜旗舰店,bf78b531-1b9c-4975-a,2025-09-03 01:24:36,2025-09-02 19:24:36,1275.38,1260.99,已发货,杨建国,SPU3c8146,2025-09-02 05:24:36,黑龙江省,金凤市,小红书,SUB15EF84A2-8777-4A,ONLINESUBB38C936E-4203-46,ORIG2F0CC137-3FC5-48,SKU2315c9,2,657.34,Enterprise-wide actuating website,DarkGreen,1314.68,1016.03,否,正常,未申请退款,0,0
B2437648-F86F-420F,OLA4A2BEB3-5957-4A04,安娜分销店,71748283-c97a-44cd-8,2025-09-23 17:08:29,2025-09-22 04:08:29,791.96,773.82,已发货,黄华,SPUbe99c9,2025-09-21 05:08:29,河南省,丽县,得物,SUBFF057857-293C-49,ONLINESUB1C66236D-63CD-49,ORIGCD145F7D-087A-4B,SKUba4a92,1,928.05,Profound executive policy,AliceBlue,928.05,1542.12,否,正常,申请退款,1,0
488BA343-C24B-474D,OLDD131D96-F5D3-4389,安娜奥莱店,659e8cb2-066f-41ce-8,2025-09-16 19:59:40,2025-09-14 07:59:40,613.78,588.8,已完成,张建国,SPU55f356,2025-09-13 11:59:40,福建省,济南县,得物,SUB9B67AD52-40AC-4C,ONLINESUB0E103E88-8EE4-49,ORIGCC3A44E5-A0CB-42,SKUfe2df2,1,643.39,Quality-focused regional functionalities,Purple,643.39,826.36,否,正常,申请退款,1,0
08A23ADE-B31E-4799,OL24E5E537-A01E-4A0B,安娜直播店,1957a21c-9047-4bf9-9,2025-07-10 09:49:47,2025-07-08 08:49:47,1764.02,1731.49,已完成,刘婷,SPU7f10c6,2025-07-07 11:49:47,贵州省,深圳县,小红书,SUB1740BB1D-9346-42,ONLINESUB0B82E215-AE7C-46,ORIG06B1D037-CF05-45,SKUb1cf31,2,954.99,Cross-group homogeneous adapter,DarkOrange,1909.98,1553.51,是,正常,退款关闭,0,0
1D3B12C0-DE96-45DC,OLCF038811-B76E-4B1F,安娜分销店,a78303bf-281d-4bf2-a,,2025-05-31 17:09:30,2548.96,2492.14,已发货,吴林,SPU7fdf24,2025-05-31 11:09:30,澳门特别行政区,倩县,淘宝,SUBECF18FC6-A8B2-4C,ONLINESUB7238B6BF-5295-46,ORIG28EED1D8-7BC6-42,SKU34f643,3,956.14,Business-focused systematic support,Teal,2868.42,1250.2,否,正常,成功退款,0,3
94A20F90-BFF8-43B4,OL72473376-E038-49A7,安娜旗舰店,b3c34cd8-46d1-4339-9,2025-07-04 14:43:51,2025-07-04 01:43:51,801.88,789.49,已签收,张佳,SPUdbbd08,2025-07-03 06:43:51,山东省,潮州市,天猫,SUB2A82EB19-7B7C-4D,ONLINESUBFCC5C544-4E36-4E,ORIG923F064D-B676-4F,SKU2d10e3,1,885.74,Persevering multi-tasking task-force,MediumSpringGreen,885.74,1010.41,是,正常,未申请退款,0,0
AC5BA604-7A7F-4E8E,OLC0E00924-689B-4EC4,安娜分销店,4b3ad59a-de30-46eb-b,,2025-06-09 08:07:50,721.97,718.01,已发货,石静,SPU8ccb5c,2025-06-09 02:07:50,天津市,太原县,京东,SUB72F1FDB8-D8BE-4A,ONLINESUBABD32FFD-77F7-44,ORIG1EE814AA-FA4F-49,SKU0a8775,1,833.61,Cloned context-sensitive protocol,CornflowerBlue,833.61,1203.09,是,正常,成功退款,0,1
98A51F93-5945-483F,OL60C03D52-1833-4ED8,安娜旗舰店,ec4efeba-10b4-4e91-8,2025-07-18 08:58:07,2025-07-17 18:58:07,866.08,849.59,已签收,魏芳,SPU50d9e2,2025-07-17 02:58:07,云南省,梧州县,天猫,SUB84C460F4-9CB5-49,ONLINESUBB40BBC33-EA35-49,ORIG904D8404-8731-4E,SKU20ac09,3,337.87,Multi-tiered non-volatile approach,Khaki,1013.61,393.9,是,正常,退款关闭,0,0
8151AC97-D493-439C,OLC1E05DF3-698E-4B0C,安娜直播店,45c68430-e9f4-4a9f-b,2025-08-03 13:21:48,2025-08-02 05:21:48,1271.75,1249.02,已发货,郑凯,SPU636b5f,2025-08-01 22:21:48,北京市,雪县,抖音,SUB973D5F69-4CB1-4C,ONLINESUB8C704D63-1B98-4A,ORIG51A5F54B-7A50-4B,SKU936513,3,428.89,Multi-layered dynamic migration,DarkGreen,1286.67,573.17,是,正常,未申请退款,0,0
AE451202-7C2C-4E07,OL4CA68687-5C6F-4990,安娜分销店,c01fac2f-0a6b-4624-b,2025-10-26 16:18:12,2025-10-25 08:18:12,2145.09,2078.13,已签收,夏桂兰,SPU8e7d3f,2025-10-25 00:18:12,上海市,潜江市,淘宝,SUBD90AFB7D-2E8F-48,ONLINESUB5D2006CB-8F68-43,ORIG1D9D075C-C90E-40,SKU55c8fa,3,781.05,Up-sized analyzing task-force,Crimson,2343.15,865.68,否,正常,未申请退款,0,0
64B9C03C-04BC-48C4,OL17DF2F08-B8CE-42D5,安娜奥莱店,4b1afc6a-523e-49ad-a,2025-08-01 01:55:01,2025-07-30 16:55:01,261.45,257.98,已签收,陈桂珍,SPU78e25e,2025-07-30 03:55:01,香港特别行政区,宁市,天猫,SUBAC2C9E1F-84A2-48,ONLINESUB5D583474-160C-48,ORIG2E20B0DA-6472-49,SKUb57e49,1,262.03,Reduced mission-critical open system,DarkSalmon,262.03,331.48,是,正常,未申请退款,0,0
B9270B77-1FB6-4425,OLA0D1D899-7A4A-4E21,安娜直播店,4885cb94-be48-430d-a,2025-10-08 23:09:41,2025-10-08 01:09:41,2020.22,1941.9,已发货,江平,SPU7f67d7,2025-10-07 09:09:41,四川省,金凤市,淘宝,SUB952B4908-AD42-40,ONLINESUBF2090DCB-2A2D-4D,ORIG06CF232C-26F9-46,SKU3ab3f7,3,727.61,Innovative bottom-line definition,Green,2182.83,921.76,否,正常,未申请退款,0,0
53894039-3821-4AF8,OL4549D787-A24E-47EA,安娜分销店,0a951f0b-1360-416a-b,2025-07-30 05:44:15,2025-07-29 16:44:15,1133.69,1131.61,已发货,李超,SPU3968e6,2025-07-28 21:44:15,福建省,柳县,拼多多,SUBA7BCA5B5-B43E-4C,ONLINESUB6E957041-CA37-48,ORIG2E5785AF-73A4-40,SKU9b8118,2,591.29,Enhanced even-keeled orchestration,Coral,1182.58,922.07,否,正常,退款关闭,0,0
11F9EE2F-9BF2-4C19,OLAD69B45F-C0A6-4979,安娜直播店,63261cfe-36ac-4c13-8,2025-06-21 20:17:03,2025-06-21 06:17:03,609.43,588.25,已完成,李桂珍,SPU587b85,2025-06-21 00:17:03,四川省,桂英市,拼多多,SUBFE751A04-C092-46,ONLINESUBBE3BB0FB-DA75-4C,ORIG4CFD528D-2386-40,SKUc9adb9,1,655.47,Vision-oriented well-modulated customer loyalty,LawnGreen,655.47,765.43,否,正常,退款关闭,0,0
D252A840-C500-4BE9,OL0F4B2BAA-2FF8-47A7,安娜直播店,d7062323-b0ca-4297-9,2025-08-20 13:29:53,2025-08-20 03:29:53,418.14,414.28,已签收,黄丹,SPUff3316,2025-08-19 09:29:53,西藏自治区,海口县,天猫,SUB315D8E16-F1FF-41,ONLINESUBA2DA6D96-AE7A-44,ORIG694AC24D-F9DB-49,SKU2c7c98,1,461.99,Organic uniform analyzer,Cyan,461.99,696.68,是,正常,未申请退款,0,0
70EB47D0-7B3A-422A,OL3BBDF3E9-FC3F-4BCD,安娜旗舰店,e2c921c2-3acc-4e62-9,,2025-05-25 07:27:08,1933.5,1878.25,已签收,陈春梅,SPU148ec4,2025-05-24 17:27:08,澳门特别行政区,东市,得物,SUBCC35A2B0-D6AE-45,ONLINESUBB3A1C43B-3381-48,ORIG10DC82A4-478B-47,SKU9da90a,3,708.09,Team-oriented value-added solution,Peru,2124.27,823.5,否,正常,成功退款,0,3
D8AC2609-12D5-4070,OL9BCA3948-3D4E-4235,安娜旗舰店,2810a616-e929-44e9-a,2025-06-29 10:19:31,2025-06-28 14:19:31,693.38,662.23,已发货,崔涛,SPU207410,2025-06-28 12:19:31,台湾省,静县,得物,SUB78416019-015A-42,ONLINESUB7495237D-A265-4B,ORIGA47EFF95-5FB0-4C,SKU28e04b,1,796.21,Secured content-based architecture,RosyBrown,796.21,872.48,是,正常,申请退款,1,0
5C22FC0C-9FCE-45FA,OLC9DCBBE9-C882-43F0,安娜分销店,55f7b73e-f788-4320-8,,2025-06-20 00:26:14,1841.65,1792.01,已发货,吴冬梅,SPU55f356,2025-06-19 05:26:14,湖南省,邯郸县,天猫,SUB73C0EA2B-260A-4E,ONLINESUB3A08B311-50C3-42,ORIG27D9C217-57E1-42,SKUfe2df2,3,705.65,Quality-focused regional functionalities,Purple,2116.95,839.66,是,正常,成功退款,0,3
C76F0CB2-7D3F-40F6,OLA57C649F-1837-4E45,安娜奥莱店,6b122d90-f4cd-45ae-9,,2025-05-25 08:52:07,440.08,435.92,已签收,桂帆,SPU7c4a3f,2025-05-24 13:52:07,台湾省,潜江县,拼多多,SUB31E9D75E-12CD-41,ONLINESUB5679D910-158B-4C,ORIG663A2B74-C677-46,SKU8a8fe1,1,485.97,Enhanced 6thgeneration middleware,FireBrick,485.97,690.83,否,正常,成功退款,0,1
BBF20892-718D-4D8E,OL90454174-13D9-4125,安娜分销店,40d2322c-b902-4244-b,2025-07-16 20:47:11,2025-07-14 08:47:11,1305.63,1253.19,已完成,苏璐,SPU4981a4,2025-07-13 21:47:11,海南省,晨县,抖音,SUBB52FB2B7-EFF9-4B,ONLINESUBD06FE666-F2A1-4A,ORIG8FDC4A2F-C37F-41,SKU25414d,2,660.86,Synergistic homogeneous approach,Yellow,1321.72,994.9,是,正常,退款关闭,0,0
46955DC7-BF8A-477F,OL461B5AC4-E3F2-4C6F,安娜直播店,52afcf0e-3c19-4543-a,2025-10-13 15:29:20,2025-10-11 06:29:20,1600.04,1522.22,已完成,马佳,SPUf005ed,2025-10-10 18:29:20,澳门特别行政区,芳县,淘宝,SUBBAF306DA-50E3-44,ONLINESUB094BEB47-4C61-42,ORIG3F992891-A644-4C,SKUed7f10,2,870.64,Visionary fault-tolerant throughput,MediumVioletRed,1741.28,1124.87,是,正常,申请退款,2,0
51AA4D31-9758-4F7F,OL0CCF5C47-2CCA-4F60,安娜旗舰店,c5602fb9-d30d-4860-a,2025-07-16 19:02:52,2025-07-15 20:02:52,1647.58,1598.45,已签收,李明,SPU152e1e,2025-07-15 11:02:52,湖南省,刚县,得物,SUB60FE52DB-16D2-43,ONLINESUB37167F70-C3D7-45,ORIG2F8AED6B-E733-44,SKUcf3996,2,1009.8,Managed contextually-based encryption,Red,2019.6,1602.29,是,正常,申请退款,2,0
CB9ABAC6-B24F-4602,OL183C25B1-1CC8-4D57,安娜分销店,9fdc7cb0-1e60-47d8-9,2025-07-15 05:55:57,2025-07-12 18:55:57,770.19,751.58,已完成,刘倩,SPUc5fd88,2025-07-11 22:55:57,安徽省,马鞍山市,拼多多,SUB83AC7924-236A-48,ONLINESUB72935145-11C4-4A,ORIG95E5FACE-5BA2-4E,SKUa53688,2,404.66,Switchable exuding website,PowderBlue,809.32,667.76,否,正常,未申请退款,0,0
